account_id,company_name,email_domain,industry,state,size_class,n_employees,created_date
ACC-01233,Costa,pimenta.com.br,Saúde,RS,media,213,2024-06-11
ACC-01234,Lopes,rodriguesdia.com.br,Tecnologia,RS,media,151,2023-06-12
ACC-01235,Pimenta - EI,borges.org.br,Tecnologia,SP,grande,366,2023-08-14
ACC-01236,Araújo,cardoso.com.br,Educação,MG,media,296,2024-01-13
ACC-01237,Abreu e Filhos,novaes.com.br,Varejo,RJ,grande,467,2023-08-23
ACC-01238,Alves,camargo.org.br,Serviços,RJ,media,185,2023-08-19
ACC-01239,Pires,lopessampaio.net.br,Educação,SP,media,249,2024-01-13
ACC-01240,Guerra,silva.com.br,Agronegócio,MG,media,291,2023-08-04
ACC-01241,Ribeiro Cavalcanti - ME,lopes.com.br,Indústria,PR,pequena,68,2023-10-25
ACC-01242,Leão,correianovai.com.br,Serviços,DF,pequena,62,2023-01-16
ACC-01243,Albuquerque Barbosa e Filhos,dapazrioss.a.net.br,Serviços,SP,grande,365,2023-09-24
ACC-01244,Ribeiro,casagrandeef.com.br,Varejo,SP,media,348,2023-12-20
ACC-01245,Carvalho e Filhos,carvalho.com.br,Agronegócio,SP,pequena,108,2023-09-10
ACC-01246,Pinto,marques.com.br,Educação,SC,pequena,76,2023-08-31
ACC-01247,Gomes,marquesmorae.com.br,Agronegócio,RS,pequena,124,2023-04-09
ACC-01248,Lima Pereira S/A,câmara.net.br,Tecnologia,MG,media,156,2023-07-17
ACC-01249,Silva Montenegro Ltda.,siqueira.com.br,Educação,PE,media,336,2023-03-11
ACC-01250,Andrade,nogueira.net.br,Financeiro,MG,pequena,90,2024-05-22
ACC-01251,Camargo,nunes-me.org.br,Tecnologia,MG,pequena,128,2024-01-17
ACC-01252,Casa Grande e Filhos,sales.com.br,Saúde,SP,media,331,2023-02-06
ACC-01253,Moreira - EI,martins.net.br,Financeiro,SP,pequena,66,2023-06-04
ACC-01254,Rodrigues e Filhos,dacruz-me.org.br,Indústria,SP,pequena,111,2023-03-17
ACC-01255,Fernandes - EI,pimenta.net.br,Serviços,MG,media,254,2024-04-28
ACC-01256,Oliveira,melo-me.com.br,Tecnologia,SP,pequena,71,2023-11-07
ACC-01257,da Rocha,leão.org.br,Tecnologia,DF,media,308,2024-01-11
ACC-01258,Sales - EI,cavalcante.com.br,Financeiro,RJ,media,343,2023-04-16
ACC-01259,Araújo,siqueira.com.br,Indústria,SP,media,207,2023-08-02
ACC-01260,Oliveira Aragão e Filhos,pacheco.com.br,Tecnologia,SP,grande,356,2023-12-31
ACC-01261,da Paz - ME,sousa.net.br,Indústria,PE,grande,357,2023-03-04
ACC-01262,Viana Ltda.,cardoso-ei.com.br,Varejo,SP,pequena,113,2023-06-28
ACC-01263,da Mota,cardoso.com.br,Indústria,SP,pequena,150,2023-07-22
ACC-01264,Pereira S.A.,albuquerque.net.br,Serviços,MG,grande,495,2024-03-30
ACC-01265,da Luz Viana e Filhos,ribeiromacha.com.br,Saúde,PR,media,175,2023-08-15
ACC-01266,Fernandes S/A,mendonçaciri.net.br,Agronegócio,SP,pequena,83,2024-03-16
ACC-01267,Vargas,peixotocassi.com.br,Indústria,PE,pequena,104,2023-04-25
ACC-01268,Silveira,dacosta.com.br,Agronegócio,MG,media,173,2024-02-14
ACC-01269,Aragão,costelaolive.com.br,Educação,SP,pequena,52,2024-05-30
ACC-01270,Aragão S.A.,sá.net.br,Varejo,SP,pequena,89,2024-03-15
ACC-01271,da Rosa,guerra.com.br,Varejo,PR,media,271,2023-05-17
ACC-01272,Garcia Rodrigues e Filhos,souza.org.br,Saúde,MG,grande,363,2023-11-14
ACC-01273,Casa Grande,melo.org.br,Financeiro,SP,pequena,137,2023-09-24
ACC-01274,Machado,albuquerque.org.br,Tecnologia,RS,pequena,76,2024-02-26
ACC-01275,Moura,rocha.com.br,Indústria,SP,pequena,61,2023-10-03
ACC-01276,Lopes,brito-ei.org.br,Tecnologia,RS,,142,2024-05-31
ACC-01277,da Mata,farias.org.br,,SP,pequena,137,2024-01-03
ACC-01278,Martins,dacunhaefilh.net.br,Tecnologia,RJ,pequena,121,2024-02-20
ACC-01279,Moreira Fernandes e Filhos,siqueiraroch.com.br,Indústria,GO,,60,2024-06-13
ACC-01280,Azevedo S/A,diasnovaess/.org.br,Varejo,GO,media,212,2023-02-20
ACC-01281,Rodrigues - ME,brito.org.br,Varejo,PE,media,337,2023-02-04
ACC-01282,da Cunha,câmara.com.br,Indústria,RJ,media,290,2023-06-13
ACC-01283,Araújo - EI,andradealves.com.br,Indústria,SC,pequena,78,2024-01-09
ACC-01284,Borges - EI,peixotoporto.com.br,Varejo,RS,media,297,2024-05-18
ACC-01285,Camargo Sampaio S.A.,garciaribeir.net.br,Indústria,SP,pequena,68,2023-01-13
ACC-01286,Ribeiro,darocha.net.br,Varejo,PR,media,312,2023-03-03
ACC-01287,Vargas,porto-me.org.br,Varejo,RJ,pequena,120,2024-05-06
ACC-01288,da Cunha,sales.com.br,Varejo,SP,media,347,2023-06-19
ACC-01289,Garcia - ME,vasconcelosb.com.br,Varejo,MG,pequena,75,2023-12-14
ACC-01290,da Luz,araújo.com.br,Serviços,MG,media,232,2023-05-26
ACC-01291,Pimenta Gonçalves S.A.,macedoazeved.com.br,Tecnologia,RJ,grande,397,2023-11-15
ACC-01292,Nogueira Vargas - ME,caldeira.com.br,Serviços,SP,media,237,2023-01-02
ACC-01293,Silva,pimentaramos.net.br,Educação,SP,media,237,2023-10-03
ACC-01294,Barbosa S/A,caldeira.org.br,Saúde,RS,pequena,144,2024-04-16
ACC-01295,Almeida,vasconcelos.org.br,Serviços,SP,media,278,2023-06-10
ACC-01296,Andrade e Filhos,cassiano.org.br,Tecnologia,SP,pequena,136,2023-01-09
ACC-01297,Sampaio Farias - ME,damata.com.br,Tecnologia,SP,media,256,2024-03-07
ACC-01298,Mendes,moraesefilho.net.br,Varejo,MG,grande,352,2024-04-12
ACC-01299,Nogueira S.A.,guerra.com.br,Saúde,PR,grande,378,2023-04-05
ACC-01300,Campos,gomesefilhos.net.br,Saúde,RJ,pequena,91,2023-12-06
ACC-01301,Guerra,farias.com.br,Educação,DF,pequena,147,2023-03-25
ACC-01302,Fonseca - EI,piresefilhos.org.br,Agronegócio,MG,media,341,2023-01-19
ACC-01303,Teixeira,barros.net.br,Saúde,SP,media,266,2023-10-03
ACC-01304,Cavalcanti Novaes S/A,ramos.com.br,Serviços,RJ,media,223,2024-03-08
ACC-01305,da Rosa Sampaio - ME,ribeiro.com.br,,PR,pequena,56,2023-06-03
ACC-01306,Mendonça,piresefilhos.org.br,Serviços,SC,media,316,2023-10-08
ACC-01307,Carvalho Andrade S.A.,pires-me.net.br,Financeiro,RJ,pequena,104,2024-05-23
ACC-01308,Mendonça Gomes S/A,silveira-ei.com.br,,MG,grande,430,2023-07-18
ACC-01309,Almeida,monteiro.com.br,Varejo,SP,media,231,2024-01-07
ACC-01310,Viana,fernandess/a.com.br,Saúde,RJ,pequena,145,2024-03-01
ACC-01311,Rezende Rios - EI,guerras/a.com.br,Indústria,MG,grande,385,2023-03-30
ACC-01312,Sousa Pacheco S.A.,rocha.org.br,Educação,SP,pequena,86,2023-01-29
ACC-01313,Mendonça Rezende S/A,andradeefilh.com.br,Financeiro,SP,pequena,110,2023-12-17
ACC-01314,da Cruz e Filhos,pinto.com.br,Tecnologia,PE,pequena,124,2024-02-10
ACC-01315,das Neves S/A,albuquerquec.org.br,Varejo,SP,pequena,148,2024-06-15
ACC-01316,Pastor Azevedo S/A,pimenta.net.br,Financeiro,MG,media,261,2023-07-14
ACC-01317,Azevedo Costa - ME,monteiro-ei.org.br,Saúde,RS,pequena,85,2024-01-06
ACC-01318,Duarte,sousa.com.br,Tecnologia,SP,grande,396,2023-10-29
ACC-01319,Duarte Vieira S.A.,rodrigues-ei.com.br,Serviços,MG,media,190,2024-03-09
ACC-01320,Azevedo,pastors.a..com.br,Educação,SP,media,231,2023-12-13
ACC-01321,Cavalcante,damotas.a..com.br,Indústria,SP,pequena,81,2023-10-19
ACC-01322,Macedo da Cruz - EI,novaes.com.br,,MG,media,179,2023-01-13
ACC-01323,Vasconcelos,carvalhos/a.com.br,Serviços,MG,pequena,82,2024-02-26
ACC-01324,Abreu S.A.,almeidamendo.org.br,Serviços,SP,pequena,91,2023-07-16
ACC-01325,Leão,santosefilho.net.br,Tecnologia,SP,media,281,2023-05-23
ACC-01326,Costela Casa Grande e Filhos,sales.com.br,Varejo,MG,pequena,114,2024-02-19
ACC-01327,Jesus,moreira.org.br,Financeiro,SP,grande,378,2023-11-25
ACC-01328,Peixoto S.A.,cavalcantipi.org.br,Tecnologia,RJ,grande,358,2024-03-28
ACC-01329,Pires Ltda.,pimenta.com.br,Varejo,RJ,media,243,2023-02-28
ACC-01330,Novais S.A.,leão.com.br,Varejo,DF,pequena,104,2023-04-30
ACC-01331,Teixeira,camposmouras.net.br,Tecnologia,RJ,media,177,2023-05-16
ACC-01332,da Mota Aragão S.A.,martinsvarga.com.br,Educação,SP,pequena,145,2023-06-13
ACC-01333,Monteiro,vieiras.a..org.br,Indústria,SP,pequena,82,2023-05-29
ACC-01334,Ramos Ltda.,castrorioss/.com.br,Indústria,RS,media,166,2023-06-10
ACC-01335,da Cunha,costela.com.br,Tecnologia,SP,grande,419,2023-04-10
ACC-01336,Aparecida,pimenta.net.br,Financeiro,SP,media,285,2023-07-28
ACC-01337,Castro Viana S/A,sousas/a.net.br,,SP,pequena,90,2024-03-02
ACC-01338,Barbosa S.A.,moraes.net.br,Tecnologia,SP,pequena,101,2023-02-27
ACC-01339,Leão,pastor.net.br,Tecnologia,SP,pequena,73,2023-03-03
ACC-01340,Vasconcelos Camargo Ltda.,souzarochalt.com.br,,SP,pequena,84,2023-11-05
ACC-01341,Costa,britodacosta.com.br,,RS,,89,2024-03-05
ACC-01342,Melo - EI,câmara.org.br,Varejo,SP,media,190,2023-09-09
ACC-01343,Casa Grande,aragão.org.br,Financeiro,outros,media,239,2024-05-20
ACC-01344,Freitas,pimentamarqu.com.br,Tecnologia,SP,media,223,2024-02-11
ACC-01345,da Mata,marquessilve.net.br,,MG,pequena,53,2024-03-04
ACC-01346,da Mota S.A.,fariascardos.net.br,Financeiro,RJ,media,185,2024-01-16
ACC-01347,Cavalcante,martins-me.org.br,Serviços,PR,media,242,2023-08-14
ACC-01348,Pereira,câmara.com.br,Tecnologia,SP,pequena,74,2023-04-29
ACC-01349,Oliveira Novaes S.A.,vieiravieira.com.br,Tecnologia,RJ,media,318,2023-08-06
ACC-01350,Cunha,jesus-ei.net.br,Varejo,CE,pequena,107,2023-10-31
ACC-01351,Albuquerque,martins.com.br,Varejo,BA,pequena,65,2024-03-11
ACC-01352,da Cruz Duarte - ME,sousa.com.br,Educação,RS,pequena,65,2023-03-16
ACC-01353,Leão S/A,pastorcassia.com.br,Tecnologia,SC,media,311,2024-04-28
ACC-01354,Lima - EI,meloefilhos.com.br,Indústria,MG,media,262,2023-06-30
ACC-01355,Machado - ME,mendes.com.br,Tecnologia,PR,,148,2023-04-27
ACC-01356,Cunha,barrosnovais.org.br,Agronegócio,SC,grande,469,2023-07-29
ACC-01357,Almeida - ME,fogaçadaroch.com.br,Educação,PR,pequena,102,2024-04-16
ACC-01358,Oliveira,castro.org.br,Serviços,RS,media,227,2024-06-25
ACC-01359,Santos Guerra S.A.,marques-me.com.br,Educação,SP,pequena,123,2024-06-02
ACC-01360,Santos,pires.net.br,Tecnologia,MG,pequena,107,2023-06-03
ACC-01361,Sales,piress/a.net.br,Varejo,MG,pequena,85,2023-03-22
ACC-01362,da Rocha - ME,moura.com.br,Indústria,DF,media,312,2023-05-30
ACC-01363,Viana Rodrigues S/A,sampaio.com.br,Indústria,BA,media,271,2023-04-11
ACC-01364,Moraes e Filhos,sousa.com.br,Varejo,SC,pequena,70,2023-08-08
ACC-01365,Gomes Ltda.,aragão.com.br,Varejo,MG,pequena,97,2023-08-09
ACC-01366,Fonseca Ltda.,pinto.org.br,Financeiro,SP,pequena,51,2024-06-17
ACC-01367,Novais e Filhos,ramosnovaise.net.br,,MG,media,206,2024-05-26
ACC-01368,Rezende - ME,carvalhofari.com.br,Varejo,PR,media,181,2023-10-18
ACC-01369,Fogaça,sásouzas.a..org.br,Financeiro,SP,pequena,70,2023-08-03
ACC-01370,da Mota,montenegro.net.br,Varejo,GO,pequena,82,2023-04-07
ACC-01371,Machado,azevedoltda..com.br,Tecnologia,RJ,pequena,58,2024-03-20
ACC-01372,Melo e Filhos,montenegro.com.br,Indústria,RJ,pequena,100,2024-06-13
ACC-01373,Rocha,machado.net.br,,RS,media,245,2023-08-13
ACC-01374,Barros - ME,correia-me.com.br,Serviços,CE,media,239,2024-03-26
ACC-01375,da Mota Camargo e Filhos,dapazbarbosa.org.br,Tecnologia,PR,pequena,103,2024-06-09
ACC-01376,da Rocha - ME,monteirocass.com.br,Serviços,SP,grande,353,2023-03-18
ACC-01377,Sousa,meloferreira.com.br,Financeiro,RS,media,339,2023-01-30
ACC-01378,Almeida S.A.,darochas.a..com.br,Serviços,CE,pequena,79,2024-01-06
ACC-01379,Rezende,jesus.com.br,Indústria,SP,pequena,114,2023-12-04
ACC-01380,Marques,mendonça.com.br,Tecnologia,RJ,pequena,106,2023-08-16
ACC-01381,Vieira das Neves S.A.,nunes.com.br,Saúde,SP,pequena,147,2024-03-27
ACC-01382,Freitas,daconceição.com.br,Agronegócio,MG,media,157,2024-03-01
ACC-01383,Casa Grande Ltda.,vargas.com.br,Saúde,SP,,346,2024-02-13
ACC-01384,Pinto Castro e Filhos,marques.com.br,Agronegócio,SP,pequena,89,2024-03-05
ACC-01385,Santos Sales e Filhos,cirino.com.br,Saúde,MG,media,172,2024-06-15
ACC-01386,Dias - EI,castrodacost.com.br,Varejo,RS,pequena,99,2024-03-21
ACC-01387,Costela Novais e Filhos,macedodaluzl.com.br,Varejo,BA,pequena,135,2024-01-09
ACC-01388,Casa Grande,riosltda..org.br,Indústria,RS,pequena,135,2024-04-21
ACC-01389,Nascimento da Rosa S/A,machado.org.br,Agronegócio,RJ,media,316,2024-01-30
ACC-01390,Marques Dias S.A.,guerra-me.com.br,Varejo,GO,pequena,52,2023-09-10
ACC-01391,Ramos,sousa-ei.com.br,,SP,grande,400,2023-11-03
ACC-01392,Sá,melo.com.br,Tecnologia,SP,media,178,2023-01-03
ACC-01393,Sales,nunessiqueir.com.br,Educação,MG,pequena,97,2023-02-18
ACC-01394,Carvalho e Filhos,siqueira-me.com.br,Agronegócio,outros,media,318,2023-04-16
ACC-01395,Pinto,dasnevess/a.com.br,Agronegócio,SP,media,187,2024-03-06
ACC-01396,Araújo,machadofogaç.com.br,Indústria,SP,pequena,110,2023-02-07
ACC-01397,Costa,pachecomoura.net.br,,RS,pequena,85,2024-03-22
ACC-01398,Rocha,barros-ei.com.br,Tecnologia,SP,pequena,97,2024-04-27
ACC-01399,Mendonça Dias - EI,moraes-me.org.br,Saúde,MG,media,298,2023-08-20
ACC-01400,Casa Grande,riosltda..com.br,Tecnologia,RJ,media,195,2023-03-05
ACC-01401,Freitas,freitas.com.br,Tecnologia,RS,media,185,2023-09-20
ACC-01402,das Neves,dapazltda..org.br,Serviços,SP,media,191,2024-01-07
ACC-01403,Cunha e Filhos,novais.org.br,Serviços,SP,pequena,90,2024-04-06
ACC-01404,Macedo,sousa.com.br,Indústria,BA,grande,478,2024-06-21
ACC-01405,Siqueira,castro.com.br,Tecnologia,MG,media,229,2023-06-03
ACC-01406,Casa Grande S.A.,carvalho.com.br,Indústria,RS,pequena,92,2023-03-01
ACC-01407,Azevedo,melo.org.br,Varejo,SP,pequena,53,2024-05-30
ACC-01408,Jesus e Filhos,borges.com.br,Tecnologia,SP,media,294,2023-04-29
ACC-01409,Novais Martins e Filhos,leão.com.br,Serviços,GO,grande,460,2023-09-14
ACC-01410,Novaes,costacirino-.net.br,Serviços,BA,pequena,73,2023-01-05
ACC-01411,Pacheco,aparecida.com.br,Tecnologia,SP,media,237,2023-03-10
ACC-01412,Câmara,monteiro.org.br,Varejo,GO,pequena,118,2024-06-09
ACC-01413,da Luz da Rosa e Filhos,vieiras/a.com.br,Financeiro,SP,pequena,95,2023-08-22
ACC-01414,Leão,campos.net.br,Educação,MG,media,301,2023-07-29
ACC-01415,Alves Campos Ltda.,mendonçasale.com.br,Tecnologia,RJ,media,278,2023-05-22
ACC-01416,Pacheco,azevedo.org.br,Tecnologia,SP,media,200,2023-10-25
ACC-01417,da Luz,nunes.com.br,Varejo,RJ,media,344,2023-12-08
ACC-01418,Freitas - EI,sales.com.br,Tecnologia,SP,pequena,145,2023-03-03
ACC-01419,Casa Grande Ltda.,daluzs.a..com.br,Educação,DF,media,295,2023-03-30
ACC-01420,Fogaça Castro S/A,sales.net.br,Varejo,outros,media,288,2023-01-08
ACC-01421,Porto,fonseca.com.br,Varejo,GO,media,310,2023-11-23
ACC-01422,da Rocha,aragão.com.br,Indústria,CE,,223,2023-01-04
ACC-01423,Teixeira Brito - EI,moraess.a..com.br,Tecnologia,RJ,pequena,69,2023-11-21
ACC-01424,da Mata,nogueiraduar.net.br,Tecnologia,RS,pequena,133,2024-05-05
ACC-01425,Casa Grande,brito.net.br,Serviços,RJ,grande,391,2023-08-03
ACC-01426,Freitas,carvalho-ei.com.br,Saúde,RS,pequena,121,2023-04-28
ACC-01427,Castro,jesus.com.br,Agronegócio,PE,pequena,123,2024-02-18
ACC-01428,Correia Vieira - EI,cunhas.a..org.br,Saúde,SP,pequena,54,2024-06-20
ACC-01429,Camargo S.A.,leão-me.org.br,Serviços,SP,pequena,69,2023-09-24
ACC-01430,Sales,mendesltda..net.br,Varejo,BA,pequena,90,2024-03-13
ACC-01431,Peixoto,carvalho.org.br,Tecnologia,MG,pequena,123,2024-05-24
ACC-01432,Alves,cavalcanti.com.br,Tecnologia,SP,media,224,2024-03-03
ACC-01433,Sales da Conceição Ltda.,câmaras.a..net.br,Tecnologia,MG,media,303,2023-05-04
ACC-01434,Sales,costelacardo.net.br,Educação,SP,grande,376,2024-06-02
ACC-01435,Sá,barbosas/a.org.br,Tecnologia,RJ,pequena,83,2024-01-06
ACC-01436,Caldeira Andrade e Filhos,aparecida.com.br,Varejo,MG,media,162,2023-08-26
ACC-01437,Aparecida,melos/a.com.br,Indústria,RJ,media,235,2023-08-18
ACC-01438,Sá S/A,darosaefilho.net.br,Varejo,SP,media,161,2024-01-26
ACC-01439,Cirino Rios Ltda.,pereiras.a..net.br,Saúde,PR,media,297,2023-01-13
ACC-01440,Pacheco,borgess.a..net.br,Indústria,DF,pequena,123,2023-02-05
ACC-01441,Montenegro Vasconcelos e Filhos,fogaça.com.br,Tecnologia,RJ,pequena,52,2023-12-11
ACC-01442,Pacheco S/A,montenegronu.org.br,Saúde,PR,media,291,2023-04-23
ACC-01443,Sá Nascimento S/A,silvacorreia.com.br,Educação,outros,media,323,2023-04-29
ACC-01444,Fonseca,cunha-ei.org.br,Serviços,RJ,pequena,67,2023-09-14
ACC-01445,Fogaça Garcia - ME,macedorochas.com.br,Agronegócio,SP,media,199,2023-05-11
ACC-01446,Teixeira Ltda.,moraesdaconc.com.br,Varejo,MG,media,261,2023-07-08
ACC-01447,Monteiro Teixeira Ltda.,martinss/a.com.br,Indústria,RJ,media,278,2023-12-28
ACC-01448,Barros Ltda.,novais.net.br,Serviços,RS,pequena,111,2024-05-03
ACC-01449,da Paz,camargo.net.br,Tecnologia,MG,grande,425,2024-04-14
ACC-01450,Rodrigues,peixoto.com.br,Educação,SP,pequena,103,2023-07-06
ACC-01451,da Rocha,câmara.net.br,Financeiro,RS,pequena,74,2023-08-29
ACC-01452,Melo e Filhos,correia.com.br,Indústria,PR,media,192,2023-04-15
ACC-01453,Rocha - ME,cavalcanti.com.br,Serviços,PE,pequena,67,2023-11-04
ACC-01454,Campos S.A.,gonçalves-me.com.br,Tecnologia,RJ,media,293,2023-05-20
ACC-01455,Sousa S.A.,guerra.com.br,Tecnologia,RJ,media,243,2023-12-31
ACC-01456,Costa,fonsecas.a..com.br,Indústria,BA,grande,377,2023-07-08
ACC-01457,Lima Silveira - ME,campos.com.br,Educação,MG,pequena,150,2023-04-20
ACC-01458,Sá,teixeira.com.br,Varejo,SP,pequena,117,2024-05-14
ACC-01459,Rios,fogaça.com.br,Financeiro,CE,pequena,149,2024-01-28
ACC-01460,Casa Grande,mendonça.com.br,Financeiro,MG,pequena,114,2023-02-15
ACC-01461,da Cunha - ME,caldeira.net.br,Tecnologia,MG,grande,373,2024-04-28
ACC-01462,Alves Brito e Filhos,daconceição.net.br,Varejo,SP,grande,362,2023-08-31
ACC-01463,Cavalcanti - ME,azevedo-me.com.br,Varejo,MG,media,323,2023-12-08
ACC-01464,Pinto,cassiano.org.br,Indústria,SP,pequena,57,2023-01-10
ACC-01465,Vieira,teixeiras/a.org.br,Agronegócio,SP,pequena,81,2023-06-16
ACC-01466,Ribeiro,costa.com.br,Serviços,MG,pequena,53,2023-02-26
ACC-01467,Nogueira,mendonça.org.br,Tecnologia,CE,media,151,2023-12-15
ACC-01468,Teixeira S/A,nogueira.com.br,Saúde,RS,pequena,85,2023-04-26
ACC-01469,Machado,campos.com.br,Serviços,SP,media,156,2023-11-23
ACC-01470,Marques,garcia.net.br,Varejo,SP,grande,429,2023-04-01
ACC-01471,Santos,andrades.a..com.br,Varejo,RJ,pequena,78,2023-12-16
ACC-01472,Silva,mendonçalope.com.br,Varejo,MG,media,179,2024-06-27
ACC-01473,Nunes e Filhos,mendonça.net.br,Varejo,MG,media,283,2023-03-07
ACC-01474,Melo,ribeiro.com.br,Serviços,RS,pequena,55,2023-09-06
ACC-01475,Monteiro,montenegroar.com.br,Varejo,PR,pequena,102,2024-03-26
ACC-01476,Vargas,pimenta.com.br,Financeiro,RS,pequena,103,2023-09-07
ACC-01477,Alves - EI,duarte.com.br,Serviços,SP,media,196,2023-04-10
ACC-01478,Sousa,cardosoltda..com.br,Varejo,SP,media,256,2024-03-28
ACC-01479,Garcia,teixeiraefil.com.br,Serviços,PE,grande,381,2023-07-20
ACC-01480,Jesus,limaltda..com.br,Varejo,SP,pequena,73,2024-01-14
ACC-01481,da Cruz da Costa e Filhos,araújo.org.br,Varejo,RS,media,229,2024-06-02
ACC-01482,Sales S/A,pastor.net.br,Tecnologia,MG,grande,384,2024-06-20
ACC-01483,Cavalcante,camargo.net.br,Tecnologia,MG,media,214,2023-01-14
ACC-01484,Marques e Filhos,nascimentolt.com.br,Financeiro,GO,pequena,79,2024-06-26
ACC-01485,da Mata,nunes.com.br,Serviços,RJ,media,198,2023-04-20
ACC-01486,Dias - ME,sampaio-me.com.br,,PR,grande,375,2023-02-12
ACC-01487,Mendonça S/A,duarte.org.br,Tecnologia,SP,pequena,86,2024-02-19
ACC-01488,Cavalcante,fernandesmon.org.br,Educação,PE,grande,462,2024-03-16
ACC-01489,Costa,fonseca.com.br,Agronegócio,SP,media,165,2023-08-08
ACC-01490,Nascimento S.A.,porto.org.br,Serviços,SP,media,231,2024-05-25
ACC-01491,da Rosa - EI,daluz.com.br,Varejo,SP,grande,459,2024-04-16
ACC-01492,Silva - EI,câmara.com.br,Financeiro,RJ,pequena,68,2023-07-10
ACC-01493,Azevedo,pastorltda..com.br,Varejo,SP,pequena,85,2023-02-05
ACC-01494,Ferreira Vieira S/A,lima.net.br,Varejo,PE,media,212,2024-01-18
ACC-01495,Lopes,montenegro.net.br,Serviços,SP,grande,416,2024-03-11
ACC-01496,Guerra,costa.org.br,Saúde,RS,pequena,58,2024-04-07
ACC-01497,Rios,pinto.net.br,Indústria,SP,media,163,2023-05-12
ACC-01498,Oliveira Monteiro S.A.,almeidapires.com.br,Tecnologia,SP,,395,2023-01-03
ACC-01499,Nunes,damata.org.br,Varejo,RJ,media,206,2023-12-27
ACC-01500,Martins,moreiras.a..org.br,Saúde,MG,media,279,2024-06-21
ACC-01501,Lopes,dacostacassi.org.br,Educação,SP,grande,408,2023-06-25
ACC-01502,Porto S.A.,dias.org.br,,SP,pequena,125,2023-10-04
ACC-01503,Ramos,damata.com.br,Tecnologia,SP,media,162,2023-10-17
ACC-01504,Guerra da Costa S/A,dacunharodri.com.br,Tecnologia,RS,media,168,2023-07-19
ACC-01505,Martins,correiaalves.com.br,Varejo,PR,media,314,2024-01-14
ACC-01506,Lima,novais.com.br,Tecnologia,MG,media,283,2023-08-29
ACC-01507,Carvalho,costas.a..com.br,,SP,pequena,134,2023-03-07
ACC-01508,Ramos Aparecida e Filhos,daluzltda..com.br,,SP,pequena,111,2023-04-08
ACC-01509,Araújo S/A,viana.com.br,Indústria,BA,media,202,2023-05-03
ACC-01510,Azevedo,pereira.net.br,Financeiro,SP,pequena,94,2024-01-04
ACC-01511,Gonçalves e Filhos,fonseca.org.br,Varejo,SP,pequena,128,2023-01-03
ACC-01512,Moreira e Filhos,dacostacamar.com.br,Serviços,SP,pequena,142,2023-09-12
ACC-01513,da Costa - EI,monteiro.com.br,Serviços,SP,media,205,2024-03-09
ACC-01514,Pacheco,vargasltda..org.br,Varejo,RJ,pequena,135,2023-02-10
ACC-01515,Lima Cunha S.A.,souza.com.br,Varejo,SP,pequena,150,2023-12-16
ACC-01516,Macedo,cavalcantis..net.br,Tecnologia,SP,pequena,89,2023-08-13
ACC-01517,Mendonça - EI,dacunha.com.br,Varejo,MG,pequena,145,2023-12-26
ACC-01518,Dias - EI,sampaio.com.br,Serviços,PE,,65,2024-01-22
ACC-01519,da Mota Viana S.A.,melo.com.br,Financeiro,SP,pequena,59,2024-05-20
ACC-01520,das Neves,melo.org.br,Varejo,SC,pequena,75,2024-01-03
ACC-01521,Sousa e Filhos,ramos-ei.com.br,Tecnologia,SP,pequena,146,2023-12-19
ACC-01522,da Cunha Novaes - ME,salesefilhos.com.br,Financeiro,GO,,125,2023-03-26
ACC-01523,Rodrigues,porto.com.br,Agronegócio,MG,media,337,2024-03-26
ACC-01524,Gomes,nascimentos..com.br,Tecnologia,RS,pequena,143,2024-05-01
ACC-01525,Borges,gonçalvesltd.org.br,Serviços,SC,media,252,2023-06-24
ACC-01526,Pires,darosacostel.com.br,Tecnologia,SP,pequena,139,2023-08-03
ACC-01527,Vieira,vargas.com.br,,MG,pequena,114,2023-10-19
ACC-01528,Melo,damotas/a.com.br,Indústria,PR,pequena,148,2023-09-10
ACC-01529,Brito,farias.net.br,Serviços,SP,pequena,74,2024-04-24
ACC-01530,Fogaça - ME,sampaiodaluz.net.br,Financeiro,SP,grande,466,2023-11-18
ACC-01531,Teixeira S/A,marques.com.br,Varejo,MG,,281,2023-05-12
ACC-01532,Abreu Guerra S.A.,piresmacedoe.com.br,Saúde,RS,media,349,2023-12-05
ACC-01533,Camargo S.A.,dias.net.br,Serviços,RJ,pequena,74,2023-09-08
ACC-01534,Peixoto Rodrigues - ME,moreirasilva.com.br,Varejo,MG,pequena,51,2024-03-07
ACC-01535,Sousa,machado.com.br,Varejo,MG,grande,438,2023-07-03
ACC-01536,da Paz,daluzcavalca.com.br,Varejo,SP,pequena,134,2024-01-11
ACC-01537,Gonçalves Garcia - EI,barrosleãolt.com.br,Indústria,PR,grande,443,2024-03-30
ACC-01538,Borges Martins S.A.,almeidaalmei.com.br,Tecnologia,SP,pequena,79,2023-07-31
ACC-01539,Aragão Guerra - EI,sampaio.com.br,Varejo,RS,pequena,86,2023-09-20
ACC-01540,Cassiano,peixoto.org.br,Tecnologia,SP,pequena,53,2023-05-03
ACC-01541,Albuquerque e Filhos,freitass.a..org.br,Financeiro,SP,media,155,2023-01-24
ACC-01542,Rocha,vargas.com.br,Saúde,RS,pequena,114,2024-01-08
ACC-01543,Silva Costela S.A.,campos.com.br,Educação,PE,pequena,50,2023-03-12
