session_id,user_pseudo_id,session_date,session_datetime,channel,utm_source,utm_medium,campaign,landing_page,device_category,engagement_time_sec,events_per_session,is_bounce,lead_id
SES-00052833,user_0020986,2023-01-04,2023-01-04T09:27:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,mobile,5,5,0,
SES-00089594,user_0060851,2023-01-04,2023-01-04T09:31:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,242,10,0,
SES-00095079,user_0026022,2023-01-04,2023-01-04T09:34:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,28,4,0,
SES-00029327,user_0085957,2023-01-04,2023-01-04T09:35:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,desktop,118,7,1,
SES-00116842,user_0088359,2023-01-04,2023-01-04T09:49:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,desktop,162,7,1,
SES-00003149,user_0017493,2023-01-04,2023-01-04T09:51:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,132,4,0,
SES-00022861,user_0090417,2023-01-04,2023-01-04T10:09:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,5,4,0,
SES-00012732,user_0010039,2023-01-04,2023-01-04T10:16:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,177,7,1,
SES-00102105,user_0035292,2023-01-04,2023-01-04T10:16:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,185,3,1,
SES-00080817,user_0020665,2023-01-04,2023-01-04T10:27:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,213,7,0,
SES-00076116,user_0089436,2023-01-04,2023-01-04T10:28:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,193,4,0,
SES-00041709,user_0007265,2023-01-04,2023-01-04T10:40:00,email_marketing,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,mobile,158,6,0,
SES-00124854,user_0085397,2023-01-04,2023-01-04T10:48:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,278,9,1,LEAD-000009
SES-00078672,user_0053301,2023-01-04,2023-01-04T10:50:00,email_marketing,email,email,email_reengajamento_q1_2023,/webinar/integracao-erp-ao-vivo,desktop,11,2,1,
SES-00124155,user_0016835,2023-01-04,2023-01-04T10:50:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,229,7,1,
SES-00002723,user_0094608,2023-01-04,2023-01-04T10:54:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,53,3,0,
SES-00129014,user_0023765,2023-01-04,2023-01-04T11:14:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,203,7,0,
SES-00123016,user_0030731,2023-01-04,2023-01-04T11:23:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,tablet,36,2,1,
SES-00070555,user_0088036,2023-01-04,2023-01-04T11:32:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,136,8,0,
SES-00034183,user_0050810,2023-01-04,2023-01-04T11:34:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,79,3,1,
SES-00135560,user_0029420,2023-01-04,2023-01-04T11:35:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,mobile,377,11,0,
SES-00008745,user_0005638,2023-01-04,2023-01-04T11:42:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,5,1,1,
SES-00001514,user_0086444,2023-01-04,2023-01-04T12:10:00,direct,(direct),(none),,/lp/comparativo-erp,desktop,179,6,1,LEAD-000010
SES-00119023,user_0083886,2023-01-04,2023-01-04T12:10:00,organic_search,google,organic,,/lp/demo-gratis,mobile,263,4,1,
SES-00121287,user_0094650,2023-01-04,2023-01-04T12:12:00,email_marketing,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,desktop,173,6,1,
SES-00003154,user_0071422,2023-01-04,2023-01-04T12:14:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,desktop,169,5,0,
SES-00009598,user_0070749,2023-01-04,2023-01-04T12:33:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,89,6,1,
SES-00147280,user_0049091,2023-01-04,2023-01-04T12:36:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,desktop,197,5,1,
SES-00000216,user_0007532,2023-01-04,2023-01-04T13:26:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,239,6,0,
SES-00130291,user_0023760,2023-01-04,2023-01-04T13:36:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,desktop,242,11,0,
SES-00046328,user_0030872,2023-01-04,2023-01-04T13:39:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,301,4,0,
SES-00020951,user_0019831,2023-01-04,2023-01-04T13:45:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,199,4,0,
SES-00074089,user_0048575,2023-01-04,2023-01-04T14:06:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,33,7,0,
SES-00039517,user_0008672,2023-01-04,2023-01-04T14:07:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,mobile,34,1,1,LEAD-000011
SES-00125869,user_0060166,2023-01-04,2023-01-04T14:12:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,145,5,1,
SES-00080565,user_0016425,2023-01-04,2023-01-04T14:15:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,269,2,1,
SES-00072369,user_0074764,2023-01-04,2023-01-04T14:22:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,200,6,1,
SES-00077751,user_0071116,2023-01-04,2023-01-04T14:25:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,126,4,0,
SES-00089338,user_0015849,2023-01-04,2023-01-04T14:41:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,229,10,0,
SES-00083534,user_0011572,2023-01-04,2023-01-04T14:47:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,tablet,35,3,1,
SES-00009644,user_0039916,2023-01-04,2023-01-04T15:11:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,258,4,1,
SES-00007961,user_0039373,2023-01-04,2023-01-04T15:15:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,116,7,1,
SES-00056215,user_0027393,2023-01-04,2023-01-04T15:28:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,191,1,1,
SES-00058445,user_0095566,2023-01-04,2023-01-04T15:33:00,organic_search,google,organic,,/lp/demo-gratis,desktop,131,7,0,
SES-00133095,user_0029696,2023-01-04,2023-01-04T15:46:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,133,6,1,
SES-00023470,user_0028548,2023-01-04,2023-01-04T15:49:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,105,3,1,
SES-00121915,user_0043609,2023-01-04,2023-01-04T16:12:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,294,7,1,
SES-00022946,user_0031115,2023-01-04,2023-01-04T16:14:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,176,4,1,
SES-00029728,user_0071351,2023-01-04,2023-01-04T16:15:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,desktop,151,1,1,
SES-00128027,user_0053614,2023-01-04,2023-01-04T16:15:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,177,8,1,
SES-00090021,user_0084933,2023-01-04,2023-01-04T16:19:00,organic_search,google,organic,,/lp/demo-gratis,desktop,139,8,1,
SES-00147865,user_0072664,2023-01-04,2023-01-04T16:30:00,email_marketing,email,email,campanha_email_01-2023,/webinar/integracao-erp-ao-vivo,tablet,301,7,1,
SES-00002018,user_0013771,2023-01-04,2023-01-04T16:36:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,254,4,1,
SES-00068060,user_0075227,2023-01-04,2023-01-04T16:37:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,233,4,1,
SES-00127814,user_0066055,2023-01-04,2023-01-04T16:56:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,tablet,326,5,0,
SES-00015870,user_0063413,2023-01-04,2023-01-04T17:09:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,desktop,231,4,1,
SES-00060525,user_0011430,2023-01-04,2023-01-04T17:16:00,organic_search,google,organic,,/lp/demo-gratis,desktop,410,6,1,
SES-00029052,user_0033387,2023-01-04,2023-01-04T17:32:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,352,6,0,
SES-00131607,user_0047577,2023-01-04,2023-01-04T17:33:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,223,6,1,
SES-00143329,user_0057889,2023-01-04,2023-01-04T17:44:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,22,2,1,
SES-00051993,user_0070868,2023-01-04,2023-01-04T18:00:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,140,4,0,
SES-00114005,user_0052583,2023-01-04,2023-01-04T18:25:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,189,4,0,
SES-00037932,user_0067836,2023-01-04,2023-01-04T18:26:00,organic_search,google,organic,,/lp/demo-gratis,desktop,147,8,1,
SES-00070391,user_0043669,2023-01-04,2023-01-04T18:32:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,356,10,0,
SES-00032625,user_0094040,2023-01-04,2023-01-04T18:52:00,email_marketing,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,mobile,168,6,0,
SES-00132237,user_0018243,2023-01-04,2023-01-04T18:57:00,email_marketing,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,mobile,132,8,1,
SES-00007006,user_0012678,2023-01-04,2023-01-04T19:25:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,117,5,1,
SES-00063843,user_0015356,2023-01-04,2023-01-04T20:37:00,direct,(direct),(none),(direct),/lp/comparativo-erp,mobile,61,4,0,
SES-00086471,user_0076090,2023-01-05,2023-01-05T07:28:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,tablet,262,10,0,
SES-00114108,user_0055082,2023-01-05,2023-01-05T08:03:00,organic_search,google,organic,,/lp/demo-gratis,desktop,182,1,1,
SES-00116016,user_0041119,2023-01-05,2023-01-05T08:08:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,220,10,0,
SES-00124020,user_0008662,2023-01-05,2023-01-05T08:14:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,198,6,0,
SES-00115527,user_0061465,2023-01-05,2023-01-05T08:17:00,organic_search,google,organic,,/lp/demo-gratis,mobile,207,5,0,LEAD-000012
SES-00061852,user_0031259,2023-01-05,2023-01-05T08:23:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,mobile,115,2,1,
SES-00034606,user_0073072,2023-01-05,2023-01-05T08:32:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,112,7,1,
SES-00141597,user_0041515,2023-01-05,2023-01-05T08:32:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,mobile,224,9,1,
SES-00122055,user_0037178,2023-01-05,2023-01-05T08:33:00,direct,(direct),(none),,/lp/comparativo-erp,desktop,57,6,0,
SES-00111113,user_0088932,2023-01-05,2023-01-05T08:39:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,158,8,1,
SES-00062730,user_0017964,2023-01-05,2023-01-05T08:58:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,mobile,63,7,0,
SES-00034460,user_0011582,2023-01-05,2023-01-05T09:10:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,mobile,163,8,1,
SES-00072268,user_0017889,2023-01-05,2023-01-05T09:12:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,266,12,0,
SES-00058337,user_0058108,2023-01-05,2023-01-05T09:21:00,organic_search,google,organic,,/lp/demo-gratis,desktop,179,7,1,
SES-00109151,user_0035764,2023-01-05,2023-01-05T09:21:00,organic_search,google,organic,,/lp/demo-gratis,mobile,20,2,1,
SES-00048980,user_0044108,2023-01-05,2023-01-05T09:23:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,desktop,349,11,0,LEAD-000013
SES-00043538,user_0043516,2023-01-05,2023-01-05T09:25:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,102,2,1,
SES-00074231,user_0009087,2023-01-05,2023-01-05T09:31:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,231,10,1,
SES-00082839,user_0060256,2023-01-05,2023-01-05T09:54:00,organic_search,google,organic,(not set),/lp/demo-gratis,tablet,271,11,1,
SES-00026628,user_0000703,2023-01-05,2023-01-05T09:56:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,104,6,1,
SES-00034974,user_0086236,2023-01-05,2023-01-05T09:59:00,organic_search,google,organic,,/lp/demo-gratis,mobile,329,13,1,
SES-00101893,user_0038942,2023-01-05,2023-01-05T10:02:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,286,3,1,
SES-00122763,user_0056623,2023-01-05,2023-01-05T10:13:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,243,7,0,
SES-00062941,user_0079448,2023-01-05,2023-01-05T10:32:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,mobile,127,5,1,
SES-00048060,user_0004448,2023-01-05,2023-01-05T10:37:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,165,6,1,
SES-00009389,user_0042147,2023-01-05,2023-01-05T10:38:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,mobile,5,1,1,
SES-00036450,user_0055944,2023-01-05,2023-01-05T10:40:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,mobile,59,3,1,
SES-00082751,user_0059336,2023-01-05,2023-01-05T10:43:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,172,4,0,
SES-00148772,user_0036698,2023-01-05,2023-01-05T10:52:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,97,4,1,
SES-00055558,user_0020684,2023-01-05,2023-01-05T10:59:00,organic_search,google,organic,,/lp/demo-gratis,tablet,406,12,1,
SES-00047905,user_0049180,2023-01-05,2023-01-05T11:06:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,250,10,1,
SES-00108497,user_0046697,2023-01-05,2023-01-05T11:07:00,email_marketing,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,desktop,233,10,0,
SES-00034845,user_0094687,2023-01-05,2023-01-05T11:08:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,5,5,0,LEAD-000014
SES-00039118,user_0087912,2023-01-05,2023-01-05T11:32:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,263,13,0,
SES-00115766,user_0027801,2023-01-05,2023-01-05T11:34:00,email_marketing,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,desktop,89,6,1,
SES-00094059,user_0070588,2023-01-05,2023-01-05T11:40:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,desktop,103,8,1,
SES-00096734,user_0022720,2023-01-05,2023-01-05T11:49:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,261,4,0,
SES-00093451,user_0024794,2023-01-05,2023-01-05T11:50:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,187,2,1,
SES-00070336,user_0000655,2023-01-05,2023-01-05T11:52:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,mobile,12,4,1,
SES-00128628,user_0001134,2023-01-05,2023-01-05T11:52:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,5,1,1,
SES-00022210,user_0008152,2023-01-05,2023-01-05T12:00:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,tablet,393,9,0,
SES-00105242,user_0018731,2023-01-05,2023-01-05T12:54:00,direct,(direct),(none),(direct),/lp/comparativo-erp,mobile,269,6,1,
SES-00078743,user_0021369,2023-01-05,2023-01-05T13:02:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,113,6,0,
SES-00016710,user_0068676,2023-01-05,2023-01-05T13:04:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,221,6,0,
SES-00088931,user_0012808,2023-01-05,2023-01-05T13:48:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,119,5,1,
SES-00012522,user_0016597,2023-01-05,2023-01-05T13:55:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,146,7,0,LEAD-000015
SES-00061914,user_0071869,2023-01-05,2023-01-05T14:03:00,organic_search,google,organic,,/lp/demo-gratis,mobile,339,4,1,
SES-00041176,user_0091181,2023-01-05,2023-01-05T14:06:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,296,5,1,
SES-00098181,user_0066756,2023-01-05,2023-01-05T14:22:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,164,6,1,
SES-00085666,user_0063803,2023-01-05,2023-01-05T14:28:00,paid_search,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,desktop,350,12,0,
SES-00136683,user_0009121,2023-01-05,2023-01-05T14:31:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,5,4,1,
SES-00001725,user_0051628,2023-01-05,2023-01-05T14:39:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,186,11,0,
SES-00018863,user_0016770,2023-01-05,2023-01-05T14:49:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,5,5,0,
SES-00044477,user_0030965,2023-01-05,2023-01-05T14:59:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,mobile,230,5,1,
SES-00108448,user_0076635,2023-01-05,2023-01-05T15:11:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,288,4,0,
SES-00090924,user_0021188,2023-01-05,2023-01-05T15:13:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,mobile,165,7,0,
SES-00094614,user_0028868,2023-01-05,2023-01-05T15:17:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,desktop,504,11,1,
SES-00125539,user_0081203,2023-01-05,2023-01-05T15:25:00,organic_search,google,organic,,/lp/demo-gratis,desktop,190,10,1,
SES-00141818,user_0067838,2023-01-05,2023-01-05T15:36:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,mobile,159,6,0,
SES-00117226,user_0055641,2023-01-05,2023-01-05T15:37:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,61,6,1,
SES-00138494,user_0010975,2023-01-05,2023-01-05T15:44:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,307,6,1,
SES-00033011,user_0080074,2023-01-05,2023-01-05T15:51:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,mobile,69,1,1,
SES-00147104,user_0080729,2023-01-05,2023-01-05T16:01:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,209,2,1,LEAD-000016
SES-00101446,user_0093544,2023-01-05,2023-01-05T16:18:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,19,3,1,
SES-00087762,user_0039710,2023-01-05,2023-01-05T16:27:00,webinar_evento,webinar,evento,evento_crm_gestores_q1,/lp/demo-gratis,desktop,5,1,1,
SES-00001740,user_0052901,2023-01-05,2023-01-05T16:27:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,117,8,1,
SES-00116879,user_0023242,2023-01-05,2023-01-05T16:38:00,email_marketing,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,mobile,129,5,1,
SES-00142816,user_0080742,2023-01-05,2023-01-05T16:40:00,organic_search,google,organic,,/lp/demo-gratis,mobile,5,4,1,LEAD-000017
SES-00021508,user_0020279,2023-01-05,2023-01-05T16:41:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,mobile,305,9,0,
SES-00007547,user_0093843,2023-01-05,2023-01-05T16:47:00,email_marketing,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,mobile,160,6,1,
SES-00130183,user_0062150,2023-01-05,2023-01-05T16:50:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,63,1,1,
SES-00015736,user_0058139,2023-01-05,2023-01-05T16:54:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,5,3,0,
SES-00074951,user_0009676,2023-01-05,2023-01-05T16:58:00,email_marketing,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,tablet,271,1,1,
SES-00120701,user_0029241,2023-01-05,2023-01-05T17:26:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,5,1,1,
SES-00106630,user_0096056,2023-01-05,2023-01-05T17:38:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,316,8,1,
SES-00005429,user_0026170,2023-01-05,2023-01-05T17:59:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,desktop,6,5,1,
SES-00087823,user_0024332,2023-01-05,2023-01-05T18:06:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,mobile,93,3,1,
SES-00111954,user_0026559,2023-01-05,2023-01-05T18:34:00,organic_search,google,organic,,/lp/demo-gratis,desktop,239,1,1,
SES-00013576,user_0037275,2023-01-05,2023-01-05T18:34:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,mobile,364,9,0,
